         5x11E                    (5x11E.dat)
         v2024-0915
         Simulation Date: 01/09/2025

         AIRFOIL AERO DATA GENERATED USING:  POLARS                        

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
      137.62      1.5297      0.8065      0.1486      0.2818       0.486       1.612       1.068     362.468       0.182       4.752       1.337        0.42      82985.    0.1621
      145.26      1.6147      0.8191      0.1386      0.2733       0.471       1.564       0.997     351.550       0.177       4.434       1.286        0.42      84365.    0.1507
      152.91      1.6997      0.8299      0.1273      0.2608       0.450       1.492       0.916     335.403       0.169       4.072       1.238        0.43      85793.    0.1390
      160.55      1.7847      0.8383      0.1149      0.2446       0.422       1.400       0.826     314.656       0.158       3.675       1.191        0.43      87268.    0.1270
      168.20      1.8696      0.8432      0.1016      0.2254       0.389       1.290       0.731     289.899       0.146       3.251       1.144        0.44      88785.    0.1147
      175.84      1.9546      0.8432      0.0878      0.2034       0.351       1.164       0.631     261.646       0.132       2.807       1.094        0.44      90341.    0.1020
      183.49      2.0396      0.8359      0.0734      0.1791       0.309       1.025       0.528     230.354       0.116       2.348       1.039        0.45      91935.    0.0886
      191.13      2.1246      0.8172      0.0587      0.1527       0.263       0.874       0.422     196.446       0.099       1.879       0.975        0.45      93564.    0.0744
      198.78      2.2096      0.7788      0.0439      0.1246       0.215       0.713       0.316     160.327       0.081       1.405       0.894        0.46      95227.    0.0589
      206.42      2.2946      0.7017      0.0291      0.0952       0.164       0.545       0.209     122.419       0.062       0.931       0.775        0.47      96921.    0.0416
      214.07      2.3795      0.5302      0.0144      0.0647       0.112       0.370       0.104      83.164       0.042       0.461       0.565        0.47      98645.    0.0213
      221.71      2.4645     -0.0012      0.0000      0.0335       0.058       0.191       0.000      43.038       0.022      -0.001      -0.001        0.48     100398.    0.0000



         PROP RPM =      20000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1563      0.1969       0.396       1.248       1.246     295.355       0.141       5.540       1.913        0.40      72952.    0.2505
        8.05      0.0850      0.0678      0.1556      0.1950       0.392       1.236       1.240     292.577       0.140       5.515       1.922        0.40      73149.    0.2512
       16.10      0.1700      0.1362      0.1553      0.1939       0.390       1.229       1.237     290.823       0.139       5.504       1.930        0.40      73402.    0.2519
       24.15      0.2550      0.2047      0.1554      0.1936       0.390       1.228       1.238     290.467       0.139       5.507       1.933        0.40      73719.    0.2524
       32.20      0.3400      0.2726      0.1560      0.1945       0.391       1.233       1.242     291.836       0.139       5.527       1.931        0.40      74106.    0.2526
       40.25      0.4250      0.3390      0.1569      0.1968       0.396       1.247       1.250     295.187       0.141       5.562       1.921        0.40      74567.    0.2521
       48.30      0.5100      0.4029      0.1584      0.2004       0.403       1.271       1.262     300.696       0.144       5.612       1.903        0.40      75104.    0.2508
       56.35      0.5950      0.4633      0.1601      0.2056       0.414       1.304       1.276     308.460       0.147       5.674       1.876        0.40      75718.    0.2486
       64.40      0.6800      0.5192      0.1621      0.2123       0.427       1.346       1.291     318.491       0.152       5.744       1.839        0.41      76411.    0.2453
       72.45      0.7650      0.5699      0.1642      0.2204       0.443       1.398       1.308     330.701       0.158       5.820       1.794        0.41      77180.    0.2409
       80.50      0.8501      0.6150      0.1663      0.2299       0.462       1.458       1.325     344.879       0.165       5.894       1.743        0.41      78026.    0.2354
       88.55      0.9351      0.6543      0.1682      0.2404       0.484       1.524       1.340     360.638       0.172       5.961       1.685        0.41      78948.    0.2290
       96.60      1.0201      0.6879      0.1696      0.2515       0.506       1.595       1.351     377.340       0.180       6.011       1.624        0.42      79943.    0.2216
      104.65      1.1051      0.7163      0.1703      0.2626       0.528       1.665       1.356     394.011       0.188       6.033       1.561        0.42      81010.    0.2134
      112.70      1.1901      0.7402      0.1697      0.2728       0.549       1.730       1.352     409.278       0.195       6.013       1.498        0.42      82147.    0.2044
      120.75      1.2751      0.7604      0.1675      0.2809       0.565       1.781       1.335     421.433       0.201       5.936       1.436        0.43      83353.    0.1947
      128.80      1.3601      0.7778      0.1634      0.2858       0.575       1.812       1.302     428.701       0.205       5.791       1.378        0.43      84625.    0.1845
      136.85      1.4451      0.7933      0.1572      0.2864       0.576       1.816       1.253     429.697       0.205       5.572       1.322        0.44      85961.    0.1737
      144.90      1.5301      0.8074      0.1491      0.2825       0.568       1.791       1.188     423.795       0.202       5.283       1.271        0.44      87358.    0.1626
      152.94      1.6151      0.8201      0.1392      0.2741       0.551       1.737       1.109     411.133       0.196       4.931       1.223        0.45      88811.    0.1511
      160.99      1.7001      0.8311      0.1278      0.2615       0.526       1.658       1.018     392.311       0.187       4.530       1.177        0.45      90315.    0.1395
      169.04      1.7851      0.8396      0.1154      0.2453       0.494       1.555       0.919     368.062       0.176       4.089       1.133        0.46      91868.    0.1275
      177.09      1.8701      0.8448      0.1021      0.2260       0.455       1.433       0.813     339.079       0.162       3.618       1.088        0.46      93466.    0.1152
      185.14      1.9551      0.8452      0.0882      0.2040       0.410       1.293       0.702     305.964       0.146       3.125       1.041        0.47      95105.    0.1024
      193.19      2.0401      0.8385      0.0738      0.1795       0.361       1.138       0.588     269.255       0.129       2.614       0.990        0.47      96784.    0.0891
      201.24      2.1251      0.8205      0.0591      0.1529       0.308       0.970       0.470     229.444       0.110       2.093       0.930        0.48      98499.    0.0749
      209.29      2.2101      0.7832      0.0442      0.1247       0.251       0.790       0.352     187.011       0.089       1.565       0.854        0.48     100250.    0.0594
      217.34      2.2951      0.7075      0.0293      0.0950       0.191       0.602       0.233     142.449       0.068       1.037       0.743        0.49     102034.    0.0421
      225.39      2.3801      0.5375      0.0145      0.0642       0.129       0.407       0.115      96.282       0.046       0.514       0.544        0.50     103850.    0.0217
      233.44      2.4651     -0.0010      0.0000      0.0327       0.066       0.207       0.000      49.073       0.023       0.000      -0.001        0.50     105696.    0.0000



         PROP RPM =      21000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1564      0.1970       0.459       1.377       1.374     342.060       0.156       6.110       1.821        0.42      76600.    0.2505
        8.45      0.0850      0.0678      0.1557      0.1951       0.454       1.364       1.367     338.821       0.154       6.082       1.830        0.42      76806.    0.2512
       16.91      0.1700      0.1362      0.1553      0.1939       0.452       1.355       1.364     336.768       0.153       6.069       1.838        0.42      77072.    0.2519
       25.36      0.2551      0.2047      0.1554      0.1937       0.451       1.354       1.365     336.333       0.153       6.073       1.841        0.42      77405.    0.2525
       33.82      0.3401      0.2727      0.1560      0.1946       0.453       1.360       1.370     337.897       0.154       6.095       1.839        0.42      77812.    0.2527
       42.27      0.4251      0.3392      0.1570      0.1968       0.458       1.376       1.379     341.757       0.155       6.134       1.830        0.42      78295.    0.2522
       50.72      0.5101      0.4031      0.1584      0.2005       0.467       1.401       1.391     348.119       0.158       6.189       1.813        0.42      78859.    0.2510
       59.18      0.5952      0.4636      0.1602      0.2056       0.479       1.437       1.407     357.098       0.162       6.258       1.787        0.42      79505.    0.2487
       67.63      0.6802      0.5196      0.1622      0.2123       0.494       1.484       1.425     368.708       0.168       6.336       1.752        0.43      80232.    0.2454
       76.08      0.7652      0.5704      0.1643      0.2205       0.513       1.541       1.443     382.854       0.174       6.420       1.710        0.43      81040.    0.2411
       84.54      0.8502      0.6155      0.1664      0.2299       0.535       1.607       1.462     399.295       0.182       6.503       1.661        0.43      81929.    0.2357
       92.99      0.9352      0.6549      0.1684      0.2405       0.560       1.681       1.479     417.592       0.190       6.578       1.606        0.43      82896.    0.2292
      101.45      1.0203      0.6886      0.1698      0.2516       0.586       1.759       1.492     437.015       0.199       6.635       1.548        0.44      83941.    0.2219
      109.90      1.1053      0.7170      0.1705      0.2628       0.612       1.837       1.498     456.446       0.208       6.662       1.488        0.44      85062.    0.2137
      118.35      1.1903      0.7409      0.1700      0.2731       0.636       1.909       1.493     474.297       0.216       6.642       1.428        0.45      86256.    0.2048
      126.81      1.2753      0.7611      0.1679      0.2813       0.655       1.966       1.475     488.583       0.222       6.560       1.369        0.45      87523.    0.1951
      135.26      1.3603      0.7785      0.1639      0.2863       0.667       2.001       1.439     497.231       0.226       6.402       1.313        0.45      88859.    0.1848
      143.72      1.4454      0.7941      0.1577      0.2871       0.669       2.007       1.385     498.602       0.227       6.163       1.260        0.46      90263.    0.1741
      152.17      1.5304      0.8082      0.1496      0.2833       0.660       1.980       1.314     491.941       0.224       5.845       1.212        0.46      91729.    0.1630
      160.62      1.6154      0.8210      0.1397      0.2749       0.640       1.921       1.227     477.385       0.217       5.458       1.166        0.47      93255.    0.1516
      169.08      1.7004      0.8321      0.1284      0.2624       0.611       1.834       1.128     455.619       0.207       5.016       1.123        0.47      94836.    0.1399
      177.53      1.7855      0.8408      0.1159      0.2462       0.573       1.721       1.018     427.498       0.194       4.529       1.080        0.48      96467.    0.1279
      185.99      1.8705      0.8463      0.1026      0.2268       0.528       1.585       0.901     393.825       0.179       4.009       1.038        0.48      98145.    0.1156
      194.44      1.9555      0.8471      0.0886      0.2046       0.476       1.430       0.778     355.302       0.162       3.463       0.994        0.49      99867.    0.1029
      202.89      2.0405      0.8409      0.0742      0.1800       0.419       1.258       0.651     312.553       0.142       2.898       0.945        0.50     101631.    0.0895
      211.35      2.1255      0.8237      0.0594      0.1533       0.357       1.071       0.522     266.156       0.121       2.320       0.889        0.50     103433.    0.0754
      219.80      2.2106      0.7874      0.0444      0.1248       0.291       0.872       0.390     216.666       0.099       1.736       0.817        0.51     105272.    0.0599
      228.25      2.2956      0.7131      0.0295      0.0948       0.221       0.663       0.259     164.658       0.075       1.151       0.713        0.52     107146.    0.0425
      236.71      2.3806      0.5446      0.0146      0.0638       0.149       0.446       0.128     110.749       0.050       0.570       0.525        0.52     109053.    0.0220
      245.16      2.4656     -0.0006      0.0000      0.0320       0.075       0.224       0.000      55.599       0.025       0.000      -0.001        0.53     110992.    0.0000



         PROP RPM =      22000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1564      0.1971       0.528       1.512       1.508     393.547       0.171       6.707       1.738        0.44      80247.    0.2504
        8.86      0.0850      0.0678      0.1557      0.1952       0.523       1.498       1.501     389.796       0.169       6.677       1.747        0.44      80463.    0.2511
       17.72      0.1701      0.1362      0.1554      0.1940       0.520       1.488       1.498     387.407       0.168       6.662       1.754        0.44      80742.    0.2519
       26.57      0.2551      0.2047      0.1555      0.1938       0.519       1.486       1.499     386.879       0.168       6.667       1.757        0.44      81091.    0.2525
       35.43      0.3401      0.2727      0.1560      0.1946       0.521       1.493       1.504     388.650       0.169       6.691       1.755        0.44      81517.    0.2527
       44.29      0.4252      0.3392      0.1570      0.1969       0.527       1.510       1.514     393.064       0.171       6.734       1.747        0.44      82024.    0.2523
       53.15      0.5102      0.4032      0.1585      0.2005       0.537       1.538       1.528     400.360       0.174       6.795       1.731        0.44      82615.    0.2510
       62.00      0.5952      0.4637      0.1602      0.2057       0.551       1.578       1.545     410.670       0.178       6.871       1.706        0.44      83291.    0.2488
       70.86      0.6803      0.5198      0.1623      0.2124       0.569       1.629       1.564     424.014       0.184       6.957       1.673        0.45      84053.    0.2456
       79.72      0.7653      0.5706      0.1644      0.2205       0.590       1.692       1.585     440.287       0.191       7.050       1.633        0.45      84900.    0.2412
       88.58      0.8503      0.6159      0.1666      0.2300       0.616       1.764       1.606     459.222       0.199       7.142       1.586        0.45      85831.    0.2358
       97.44      0.9354      0.6553      0.1685      0.2406       0.644       1.845       1.625     480.321       0.208       7.226       1.534        0.46      86844.    0.2295
      106.29      1.0204      0.6891      0.1700      0.2518       0.674       1.932       1.639     502.759       0.218       7.291       1.479        0.46      87939.    0.2222
      115.15      1.1054      0.7176      0.1708      0.2631       0.704       2.018       1.646     525.258       0.228       7.322       1.421        0.46      89113.    0.2140
      124.01      1.1905      0.7415      0.1703      0.2734       0.732       2.098       1.642     545.998       0.237       7.303       1.364        0.47      90365.    0.2051
      132.87      1.2755      0.7617      0.1683      0.2818       0.755       2.162       1.622     562.689       0.244       7.216       1.308        0.47      91692.    0.1955
      141.72      1.3606      0.7792      0.1643      0.2869       0.768       2.201       1.584     572.923       0.249       7.046       1.254        0.48      93092.    0.1852
      150.58      1.4456      0.7947      0.1583      0.2879       0.771       2.208       1.526     574.776       0.249       6.786       1.204        0.48      94563.    0.1745
      159.44      1.5306      0.8089      0.1502      0.2841       0.761       2.180       1.448     567.338       0.246       6.439       1.157        0.49      96100.    0.1634
      168.30      1.6157      0.8218      0.1403      0.2758       0.739       2.116       1.352     550.739       0.239       6.015       1.114        0.49      97699.    0.1520
      177.16      1.7007      0.8330      0.1290      0.2633       0.705       2.020       1.243     525.755       0.228       5.530       1.073        0.50      99356.    0.1403
      186.01      1.7857      0.8419      0.1165      0.2471       0.662       1.895       1.123     493.371       0.214       4.995       1.032        0.50     101065.    0.1284
      194.87      1.8708      0.8477      0.1031      0.2276       0.610       1.746       0.994     454.518       0.197       4.423       0.992        0.51     102824.    0.1161
      203.73      1.9558      0.8488      0.0891      0.2053       0.550       1.575       0.859     410.006       0.178       3.821       0.950        0.51     104628.    0.1034
      212.59      2.0408      0.8432      0.0746      0.1806       0.484       1.385       0.719     360.558       0.157       3.199       0.905        0.52     106476.    0.0900
      221.44      2.1259      0.8267      0.0598      0.1537       0.411       1.179       0.576     306.839       0.133       2.562       0.852        0.53     108365.    0.0758
      230.30      2.2109      0.7914      0.0447      0.1250       0.335       0.959       0.431     249.494       0.108       1.918       0.784        0.53     110292.    0.0604
      239.16      2.2959      0.7186      0.0297      0.0947       0.254       0.727       0.286     189.190       0.082       1.272       0.685        0.54     112256.    0.0430
      248.02      2.3810      0.5516      0.0147      0.0634       0.170       0.487       0.142     126.642       0.055       0.630       0.507        0.55     114254.    0.0224
      256.87      2.4660     -0.0002      0.0000      0.0314       0.084       0.241       0.000      62.624       0.027       0.000       0.000        0.55     116286.    0.0000



         PROP RPM =      23000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1564      0.1973       0.604       1.654       1.648     450.077       0.187       7.332       1.661        0.46      83894.    0.2503
        9.26      0.0850      0.0678      0.1557      0.1954       0.598       1.638       1.641     445.758       0.185       7.299       1.670        0.46      84120.    0.2510
       18.52      0.1701      0.1361      0.1554      0.1942       0.594       1.628       1.637     442.994       0.184       7.283       1.677        0.46      84412.    0.2518
       27.78      0.2551      0.2046      0.1555      0.1939       0.593       1.626       1.639     442.356       0.184       7.288       1.680        0.46      84777.    0.2524
       37.05      0.3402      0.2726      0.1561      0.1948       0.596       1.633       1.644     444.347       0.184       7.315       1.679        0.46      85222.    0.2526
       46.31      0.4252      0.3392      0.1571      0.1970       0.603       1.651       1.655     449.361       0.187       7.362       1.671        0.46      85752.    0.2522
       55.57      0.5103      0.4032      0.1585      0.2006       0.614       1.682       1.670     457.672       0.190       7.429       1.655        0.46      86370.    0.2510
       64.83      0.5953      0.4638      0.1603      0.2057       0.630       1.725       1.689     469.433       0.195       7.512       1.632        0.46      87077.    0.2489
       74.09      0.6803      0.5199      0.1623      0.2124       0.650       1.781       1.710     484.673       0.201       7.608       1.601        0.47      87873.    0.2457
       83.35      0.7654      0.5708      0.1645      0.2206       0.675       1.849       1.733     503.275       0.209       7.710       1.562        0.47      88759.    0.2414
       92.61      0.8504      0.6161      0.1667      0.2301       0.704       1.929       1.756     524.944       0.218       7.812       1.517        0.47      89732.    0.2360
      101.87      0.9355      0.6556      0.1687      0.2407       0.736       2.018       1.777     549.124       0.228       7.905       1.468        0.48      90792.    0.2297
      111.14      1.0205      0.6894      0.1702      0.2520       0.771       2.113       1.794     574.886       0.239       7.978       1.415        0.48      91937.    0.2224
      120.40      1.1056      0.7180      0.1710      0.2633       0.806       2.208       1.802     600.784       0.249       8.015       1.360        0.48      93164.    0.2143
      129.66      1.1906      0.7420      0.1706      0.2738       0.838       2.296       1.798     624.742       0.259       7.997       1.305        0.49      94473.    0.2054
      138.92      1.2756      0.7622      0.1687      0.2823       0.864       2.367       1.777     644.139       0.267       7.906       1.252        0.49      95860.    0.1958
      148.18      1.3607      0.7797      0.1648      0.2876       0.880       2.411       1.736     656.192       0.272       7.724       1.200        0.50      97324.    0.1856
      157.44      1.4457      0.7953      0.1588      0.2887       0.883       2.420       1.673     658.657       0.273       7.442       1.152        0.50      98862.    0.1749
      166.70      1.5308      0.8095      0.1508      0.2851       0.872       2.390       1.588     650.439       0.270       7.065       1.108        0.51     100469.    0.1638
      175.97      1.6158      0.8224      0.1409      0.2768       0.847       2.321       1.485     631.652       0.262       6.604       1.066        0.51     102141.    0.1524
      185.23      1.7009      0.8337      0.1296      0.2644       0.809       2.217       1.365     603.168       0.250       6.073       1.027        0.52     103874.    0.1408
      194.49      1.7859      0.8429      0.1171      0.2481       0.759       2.080       1.234     566.116       0.235       5.488       0.989        0.52     105661.    0.1289
      203.75      1.8709      0.8489      0.1037      0.2286       0.699       1.917       1.093     521.567       0.217       4.861       0.950        0.53     107501.    0.1166
      213.01      1.9560      0.8505      0.0897      0.2062       0.631       1.729       0.945     470.452       0.195       4.202       0.911        0.54     109388.    0.1039
      222.27      2.0410      0.8453      0.0751      0.1813       0.555       1.520       0.791     413.599       0.172       3.519       0.868        0.54     111320.    0.0905
      231.53      2.1261      0.8296      0.0602      0.1542       0.472       1.293       0.634     351.775       0.146       2.819       0.817        0.55     113295.    0.0764
      240.79      2.2111      0.7953      0.0450      0.1252       0.383       1.050       0.475     285.720       0.119       2.111       0.753        0.56     115310.    0.0609
      250.06      2.2962      0.7239      0.0299      0.0948       0.290       0.795       0.315     216.202       0.090       1.400       0.660        0.57     117364.    0.0435
      259.32      2.3812      0.5586      0.0148      0.0631       0.193       0.529       0.156     144.049       0.060       0.694       0.491        0.57     119453.    0.0228
      268.58      2.4662      0.0002      0.0000      0.0308       0.094       0.258       0.000      70.160       0.029       0.000       0.000        0.58     121578.    0.0000



         PROP RPM =      24000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1565      0.1975       0.686       1.803       1.795     511.916       0.204       7.985       1.591        0.48      87541.    0.2501
        9.66      0.0850      0.0677      0.1558      0.1956       0.680       1.785       1.787     506.970       0.202       7.949       1.599        0.48      87777.    0.2508
       19.33      0.1701      0.1361      0.1554      0.1943       0.676       1.774       1.783     503.789       0.200       7.932       1.606        0.48      88081.    0.2516
       28.99      0.2551      0.2045      0.1555      0.1940       0.675       1.772       1.785     503.023       0.200       7.938       1.609        0.48      88462.    0.2523
       38.66      0.3402      0.2725      0.1561      0.1949       0.678       1.779       1.791     505.245       0.201       7.966       1.608        0.48      88927.    0.2525
       48.32      0.4252      0.3390      0.1571      0.1971       0.685       1.799       1.803     510.904       0.203       8.018       1.600        0.48      89480.    0.2522
       57.99      0.5103      0.4031      0.1586      0.2007       0.698       1.832       1.819     520.314       0.207       8.092       1.586        0.48      90124.    0.2510
       67.65      0.5953      0.4637      0.1604      0.2059       0.716       1.879       1.840     533.652       0.212       8.183       1.564        0.48      90862.    0.2489
       77.32      0.6804      0.5199      0.1624      0.2125       0.739       1.940       1.863     550.954       0.219       8.287       1.534        0.49      91693.    0.2457
       86.98      0.7654      0.5709      0.1646      0.2207       0.767       2.015       1.888     572.096       0.228       8.399       1.497        0.49      92617.    0.2414
       96.65      0.8505      0.6162      0.1668      0.2302       0.800       2.102       1.914     596.751       0.237       8.512       1.454        0.49      93633.    0.2361
      106.31      0.9355      0.6558      0.1688      0.2408       0.837       2.199       1.937     624.304       0.248       8.615       1.407        0.50      94739.    0.2298
      115.97      1.0206      0.6897      0.1704      0.2522       0.877       2.302       1.955     653.717       0.260       8.697       1.357        0.50      95933.    0.2226
      125.64      1.1056      0.7183      0.1713      0.2636       0.916       2.407       1.965     683.364       0.272       8.740       1.304        0.50      97214.    0.2145
      135.30      1.1907      0.7423      0.1710      0.2742       0.953       2.504       1.962     710.898       0.283       8.725       1.252        0.51      98579.    0.2057
      144.97      1.2757      0.7626      0.1691      0.2829       0.983       2.583       1.940     733.329       0.292       8.630       1.200        0.51     100027.    0.1961
      154.63      1.3608      0.7801      0.1653      0.2883       1.002       2.632       1.896     747.465       0.297       8.435       1.151        0.52     101555.    0.1860
      164.30      1.4458      0.7957      0.1594      0.2896       1.007       2.644       1.828     750.696       0.299       8.133       1.105        0.52     103159.    0.1753
      173.96      1.5309      0.8100      0.1514      0.2861       0.995       2.612       1.737     741.716       0.295       7.725       1.062        0.53     104837.    0.1642
      183.63      1.6159      0.8229      0.1416      0.2780       0.966       2.538       1.624     720.602       0.287       7.224       1.022        0.54     106582.    0.1529
      193.29      1.7010      0.8344      0.1303      0.2655       0.923       2.424       1.494     688.335       0.274       6.647       0.985        0.54     108390.    0.1413
      202.96      1.7860      0.8437      0.1178      0.2493       0.867       2.276       1.351     646.194       0.257       6.009       0.948        0.55     110256.    0.1293
      212.62      1.8711      0.8500      0.1043      0.2297       0.798       2.097       1.197     595.407       0.237       5.325       0.912        0.55     112176.    0.1171
      222.28      1.9561      0.8520      0.0902      0.2072       0.720       1.891       1.035     537.038       0.214       4.604       0.874        0.56     114145.    0.1044
      231.95      2.0411      0.8473      0.0756      0.1821       0.633       1.662       0.867     472.032       0.188       3.857       0.833        0.57     116162.    0.0911
      241.61      2.1262      0.8323      0.0606      0.1548       0.538       1.413       0.695     401.266       0.160       3.092       0.786        0.57     118224.    0.0769
      251.28      2.2112      0.7991      0.0454      0.1256       0.437       1.147       0.521     325.584       0.130       2.316       0.725        0.58     120327.    0.0614
      260.94      2.2963      0.7291      0.0301      0.0948       0.330       0.866       0.346     245.867       0.098       1.537       0.637        0.59     122470.    0.0440
      270.61      2.3813      0.5655      0.0149      0.0629       0.219       0.574       0.171     163.066       0.065       0.762       0.477        0.60     124651.    0.0232
      280.27      2.4664      0.0007      0.0000      0.0302       0.105       0.275       0.000      78.221       0.031       0.000       0.001        0.61     126867.    0.0000



         PROP RPM =      25000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1565      0.1977       0.777       1.959       1.948     579.339       0.221       8.666       1.525        0.50      91188.    0.2498
       10.07      0.0850      0.0677      0.1558      0.1958       0.769       1.940       1.940     573.702       0.219       8.627       1.533        0.50      91434.    0.2506
       20.13      0.1701      0.1359      0.1555      0.1946       0.764       1.927       1.935     570.058       0.218       8.609       1.540        0.50      91751.    0.2514
       30.20      0.2551      0.2044      0.1556      0.1942       0.763       1.924       1.937     569.143       0.217       8.615       1.543        0.50      92147.    0.2521
       40.27      0.3402      0.2723      0.1561      0.1951       0.767       1.933       1.944     571.605       0.218       8.646       1.542        0.50      92631.    0.2524
       50.34      0.4252      0.3388      0.1572      0.1973       0.775       1.954       1.957     577.955       0.221       8.703       1.535        0.50      93207.    0.2520
       60.40      0.5103      0.4029      0.1586      0.2009       0.789       1.990       1.974     588.551       0.225       8.782       1.522        0.50      93879.    0.2509
       70.47      0.5953      0.4636      0.1604      0.2060       0.809       2.041       1.997     603.595       0.231       8.882       1.500        0.50      94647.    0.2488
       80.54      0.6804      0.5198      0.1625      0.2127       0.836       2.107       2.022     623.132       0.238       8.996       1.472        0.51      95513.    0.2457
       90.61      0.7654      0.5708      0.1647      0.2208       0.868       2.188       2.050     647.031       0.247       9.119       1.437        0.51      96476.    0.2415
      100.67      0.8505      0.6163      0.1669      0.2303       0.905       2.282       2.078     674.935       0.258       9.242       1.396        0.51      97534.    0.2362
      110.74      0.9355      0.6559      0.1690      0.2410       0.947       2.387       2.103     706.167       0.270       9.356       1.351        0.52      98686.    0.2299
      120.81      1.0206      0.6899      0.1706      0.2524       0.992       2.500       2.124     739.577       0.282       9.447       1.303        0.52      99929.    0.2228
      130.88      1.1056      0.7186      0.1715      0.2639       1.037       2.615       2.135     773.348       0.295       9.498       1.252        0.53     101263.    0.2148
      140.94      1.1907      0.7426      0.1713      0.2747       1.079       2.721       2.133     804.840       0.307       9.486       1.202        0.53     102685.    0.2060
      151.01      1.2757      0.7629      0.1695      0.2835       1.114       2.808       2.110     830.669       0.317       9.387       1.152        0.54     104193.    0.1965
      161.08      1.3608      0.7804      0.1658      0.2891       1.136       2.864       2.064     847.182       0.324       9.182       1.105        0.54     105784.    0.1863
      171.15      1.4458      0.7960      0.1600      0.2906       1.142       2.878       1.991     851.365       0.325       8.858       1.061        0.55     107456.    0.1757
      181.21      1.5309      0.8103      0.1520      0.2872       1.129       2.846       1.893     841.657       0.321       8.419       1.020        0.55     109203.    0.1647
      191.28      1.6159      0.8234      0.1423      0.2792       1.097       2.766       1.771     818.092       0.312       7.877       0.982        0.56     111021.    0.1533
      201.35      1.7010      0.8350      0.1310      0.2668       1.048       2.643       1.630     781.751       0.299       7.252       0.946        0.56     112905.    0.1417
      211.41      1.7860      0.8445      0.1185      0.2505       0.984       2.482       1.475     734.086       0.280       6.559       0.911        0.57     114849.    0.1298
      221.48      1.8711      0.8510      0.1050      0.2309       0.907       2.287       1.307     676.493       0.258       5.815       0.876        0.58     116849.    0.1176
      231.55      1.9561      0.8534      0.0908      0.2083       0.818       2.063       1.131     610.184       0.233       5.030       0.841        0.58     118901.    0.1049
      241.62      2.0412      0.8493      0.0761      0.1830       0.719       1.813       0.948     536.230       0.205       4.216       0.802        0.59     121003.    0.0916
      251.68      2.1262      0.8350      0.0611      0.1555       0.611       1.540       0.760     455.626       0.174       3.381       0.757        0.60     123150.    0.0774
      261.75      2.2113      0.8027      0.0458      0.1261       0.495       1.249       0.570     369.336       0.141       2.534       0.700        0.61     125341.    0.0620
      271.82      2.2963      0.7343      0.0304      0.0950       0.373       0.941       0.378     278.359       0.106       1.682       0.616        0.61     127573.    0.0445
      281.89      2.3814      0.5723      0.0151      0.0627       0.246       0.621       0.188     183.784       0.070       0.835       0.463        0.62     129845.    0.0235
      291.95      2.4664      0.0011      0.0000      0.0296       0.116       0.293       0.000      86.807       0.033       0.001       0.001        0.63     132155.    0.0000



         PROP RPM =      26000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
